RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
18418,20412,117890,117891,117878,117879,117879,19721,117880,1
18072,20237,119280,119281,118623,118995,286106,292795,118997,1
38659,3295,118169,118170,118042,118563,158413,270488,118565,1
31825,16687,119134,119135,120054,118702,303995,118704,118705,1
79030,25237,117961,117962,118910,117905,117906,290919,117908,1
25874,23338,117961,118052,122392,118207,174445,270488,118209,1
917,4511,117961,118300,119181,117905,290919,290919,117908,1
17278,3973,118887,118888,118631,120789,309694,118424,120791,1
31492,2612,117961,118327,123901,118784,121873,290919,118786,1
41470,3949,117961,117962,118352,118777,279443,308574,118779,1
22662,56154,117961,117969,19666,120647,156708,118398,120649,1
106873,13419,117961,118300,120059,120313,127733,118424,120315,1
37734,79835,118090,118091,119424,179731,138273,117887,117973,1
89859,42230,117961,118327,118744,118321,117906,290919,118322,1
45349,61948,118163,118164,117878,117879,208308,19721,117880,1
76446,8074,117961,118300,119181,117905,240983,290919,117908,1
17226,52394,117961,118300,118458,119928,310608,118331,119929,1
115477,20170,117961,118413,120526,130857,279443,308574,130858,1
932,6225,117961,118343,120722,118784,117906,290919,118786,1
25042,117887,117961,117969,123766,162860,162861,155173,162862,1
80024,46,119920,119921,185576,118321,117906,290919,118322,1
104259,7551,117961,118052,118867,118321,117906,290919,118322,1
23567,7495,117961,118225,119924,122551,128532,118762,122552,1
6977,2983,117961,118343,118700,1.18E+05,117906,290919,1.18E+05,1
35916,7490,118349,118350,122672,124537,125539,118870,124539,1
35733,4743,119062,130600,120663,117905,117906,290919,117908,0
85732,3788,117961,118343,120722,118784,117906,290919,118786,1
38480,84558,117893,117894,117895,117896,117897,117887,117898,1
15662,17835,117961,118225,118403,121594,170665,4673,121596,1
21915,25772,118006,118007,117941,117879,117897,19721,117880,1
35296,141,117961,118225,122273,118321,117906,290919,118322,1
80853,17713,117961,118225,122273,117905,117906,290919,117908,1
35792,46170,118290,118291,118889,118863,307233,118398,118865,1
7678,26615,117961,117969,19666,123131,123132,118478,123133,1
7543,3788,117961,118343,120722,118321,117906,290919,118322,1
17308,4837,117961,118300,120026,118054,119601,117887,118055,1
40997,8430,117961,118225,118403,117905,117906,290919,117908,1
15022,25607,117961,118343,118856,118321,117906,290919,118322,1
16293,1117,117961,117962,118352,117905,240983,290919,117908,1
29123,8375,119691,119692,118635,174391,117906,119695,174393,1
80859,8030,117961,286791,286792,117905,117906,290919,117908,0
45876,14798,117961,118386,118746,128230,302830,4673,128231,1
39883,24973,91261,118026,118229,119004,257970,119006,119007,1
39262,59785,91261,118026,120671,121143,247469,249618,121145,1
78241,19622,117961,118225,118403,118321,117906,290919,118322,1
74610,18310,118216,118217,118846,179731,123998,117887,117973,1
20733,7320,5110,117954,122672,128197,273102,119772,128199,1
31842,87977,117926,117927,117884,118568,122535,19721,118570,1
45080,2144,118582,120216,117878,119192,135350,119184,119194,1
75639,22952,117961,118386,119214,118321,117906,290919,118322,1
20351,6216,117961,118052,118328,124886,306399,118643,124888,1
25993,33266,216705,119256,129526,119849,160290,118638,119851,1
3853,7576,117961,118052,119742,117905,117906,290919,117908,1
30636,14855,117961,118300,123719,118451,153802,118453,118454,1
28069,14800,117961,117962,118352,179731,162809,117887,117973,1
35908,3944,117961,118343,118514,118321,117906,290919,118322,1
24884,4263,121785,121786,119142,118321,117906,290919,118322,1
15361,88570,117961,118413,120370,117905,117906,290919,117908,1
109365,1949,117918,117919,117920,118568,125937,19721,118570,1
42093,6137,117961,118225,119924,118259,117906,290919,118261,1
6977,1249,117961,117962,118910,117905,117906,290919,117908,1
40997,59748,117961,118386,121961,118784,117906,290919,118786,1
27416,1549,118084,118085,117920,118129,132803,118131,118132,1
43757,16566,117961,118327,120559,120618,304465,118643,120619,1
14354,5101,117961,118300,127849,118826,236735,118424,118828,1
932,3077,117961,118300,120312,124194,124195,118363,124196,1
25993,3623,117961,118343,121747,307024,306404,118331,118332,1
79092,17616,117961,118225,120054,118702,122081,118704,118705,1
28149,18686,117961,118386,128823,118321,117906,290919,118322,1
25993,16098,117961,118327,120171,120647,240979,118398,120649,1
26956,18686,117961,118386,121883,118321,117906,290919,118322,1
25280,3954,117961,118343,120291,118422,300136,118424,118425,1
25975,6018,117961,118413,122007,118321,117906,290919,118322,1
15064,53300,117961,118327,117970,179731,118877,117887,117973,1
34145,5192,119596,119597,118825,118293,118294,118295,118296,1
39445,17002,5110,117954,117895,118568,157237,19721,118570,1
6689,7285,117961,118225,118403,118054,158055,117887,118055,1
77561,64779,118003,118004,117878,117879,117879,19721,117880,1
87008,2113,117951,117952,117920,118568,124610,19721,118570,1
75787,15615,118752,118753,119121,280788,280788,292795,119082,1
16191,4589,117961,118327,120383,117905,240983,290919,117908,1
34182,311683,118887,118888,124656,118422,149364,118424,118425,1
79121,4928,117961,118343,123055,120006,128578,118424,120008,1
75078,71203,117961,118386,118522,118321,123513,290919,118322,1
13878,58488,117916,117917,117920,118568,186980,19721,118570,1
22390,51096,119596,119597,124266,118728,272276,118295,118730,1
21305,8505,117961,117962,118352,118321,117906,290919,118322,1
80430,6278,117961,118343,120722,117905,240983,290919,117908,1
1020,8606,117902,118041,118575,119949,131270,290919,119951,1
79053,13135,117961,118225,120535,118368,118368,117887,118486,1
39264,16900,118256,119428,118623,117946,119722,292795,117948,1
19998,7525,117961,118225,120551,117905,117906,290919,117908,1
35498,17223,117961,118225,120535,123067,269406,118398,123068,1
34958,8487,117961,118327,118320,118784,121873,290919,118786,1
23968,3116,117961,118300,147589,118054,118054,117887,118055,1
74986,86171,118953,118954,117920,119323,129197,19793,119325,1
80381,2270,117961,118413,120584,120773,118959,118960,120774,1
43451,3800,117961,118225,118403,118321,117906,290919,118322,1
16443,7076,117961,118225,120041,119093,139668,119095,119096,1
